==================================
===      ebay-tqs      ===
==================================
==================================
===      Amazon-wsd      ===
==================================
		0.832
BAK19-HX86-MAID-SCALE-PURP96		8.736
PS3SISK56-SZLC73-YLWRED-25		0.832
LEGIN-SAR6-TOTORO28		1.248
HOVER-T567-HPT17-SKIN-STARS93		2.288
X3SISK62-SZLC88-BRWWHT-28		0.832
LEGIN-SAR6-NOCARTOON33		1.248
YETI-203092-HPT72-SKIN-SHPOWLEGL57		1.248
SRT27-HLW13-BKBE-BM-SILV98		3.536
KTH65-SGGM88-3S0-SPTL-BLU96		1.248
SRT27-HBL56-BK-PDL-MTLY-BLK16		9.36
KTH75-KNGM82-1P0-SPTL-BGRED66		0.624
SOPT31-DXYW67-WRT-BALL-CLR78		2.08
SRT51-HBL91-BK-PDL-MTLX-BLU56		4.16
SOPT67-DXYW65-WRT-BALL-BLU67		2.08
EAR3PC86-ASR88-BEM-SLV60		3.12
S0X395-HPT69-SKIN-BLUEFIRE30		2.08
YETI-10OZ79-HPT21-SKIN-PURPPINK63		1.248
ROP76-RUSSEL62-8MD-12MWMW10		11.648
S0SW59-HPT13-SKIN-PIFIRE30		1.664
X3SISK58-SZLC67-GRNBLU-55		0.832
PS3SISK77-SZLC69-TRAWHI-55		0.832
RPE75-RUES93-MF--FLAT-6M76		9.3392
OME82-KJM35-CSMBA-30IN-WH56		2.8496
HOVER-TRX2-HPT71-SKIN-PURLIT13		2.288
S0X187-HPT66-SKIN-BLUEFIRE63		2.08
S0SW65-HPT22-SKIN-ZELDA82		1.664
SRT39-HLW70-BKBE-SM-SILV30		2.912
SPS493-HPT90-SKIN-005GALAXY36		2.288
SRT66-HLW86-BKKLK-RING32		2.496
JWRY22-SA625-ER-NTLSTN-SQIN12		2.24432
BAK36-HX69-MAID-SCALE-BRTGREN68		8.736
PS3SISK83-SZLC57-BLUBLK-35		0.832
YETI-203039-HPT56-SKIN-LIOELEDER67		1.248
P4BTN35-ZHF91-DPAD-GREEN		1.56
TOY67-XL81-SPINNER-HNDSPN-YELLOW10		3.12
YETI-203082-HPT16-SKIN-SUFRUDBOT63		1.248
P4BTN61-ZHF56-THUM-SIVER31		1.248
YETI-203010-HPT27-SKIN-PEKOPERA10		1.248
S0SW11-HPT98-SKIN-BLRED32		1.664
CDL80-LZL39-TRE-6P36		6.136
CDL50-LZL29-TRE-1269		8.8192005
HOVER-T558-HPT31-SKIN-EMOJI60		2.288
HOVERSISK31-XGS58-SKIN-BLWT31		3.328
JWRY16-SA666-ER-MISTN-LOG25		1.1855999
JWRY63-SA663-SKIN-ASYFYHST-SLV55		1.5807999
PS3SISK72-SZLC86-BRWWHT-37		0.832
8AT-2-IVY-6P76-7-WINCDL		6.1152
CVR28-DGHS78-SPT-EPT-PNK13		1.7055999
LEGGI36-SERA68-TIIP-LETTER92__L		0.0
7HMP-5-LIM-WEEDS16-0-PS4S		2.3295999
LEGGI36-SERA68-TIIP-LETTER92__M		0.0
ROP66-RUSSEL18-8MD-9MPUM98		9.152
PS3SISK33-SZLC25-BLKGRE-83		0.832
SOPT98-SDL66-BLND-13FT27		6.656
HG88-LCH66-TEA-LEAF-1-RED81		0.5616
HOVERT1-HPT10-SKIN-RAINBW16		2.288
ROP79-RUSSEL73-8MD-6MPUM67		6.656
HOME70-KX26-TRAPLW-GREY28		6.656
P4BTN92-ZHF22-THUM-GOLD82		1.248
2HMP-6-LIM-WEDBLK90-6-PS4S		2.3295999
3HMP-8-LIM-SBLUEFIRE57-6-PS4S		2.3295999
OME67-KJM96-CSMBA-36IN-RED71		3.2656
P4BTN39-ZHF88-DPAD-BLACK		1.56
LEGGI61-SERA17-TIIP-FLESH78__M		0.0
LEGGI61-SERA17-TIIP-FLESH78__L		0.0
HOVER-TRX2-HPT63-SKIN-RAINBW17		2.288
SRT68-HBL60-BKWBC-HOLDER-BLK89		1.664
BAK82-HX89-MAID-WAVE-SEABLUE65		8.736
HG13-LCH55-TEA-LEAF-1-BLUE50		0.5616
LEGIN-SAR6-GRELEAF55		3.536
5HMP-3-LIM-TORNFLAG63-3-PS4S		2.3295999
S0SW19-HPT83-SKIN-BLFIRE66		1.664
LEGGI36-SERA68-TIIP-LETTER92__S		0.0
6HMP-6-LIM-SPMAN18-6-PS4S		2.3295999
P4BTN11-ZHF85-BUTN-GOLD37		1.248
OME66-KJM73-CSMBA-25IN-WH56		2.4336
LEGGI61-SERA17-TIIP-FLESH78__S		0.0
TOY65-XL51-SPINNER-HNDSPN-BLACK66		3.12
CVR78-DGHS17-SPT-WLE-BLU87		3.328
OME51-JYH58-CSMBA-25IN-BLU36		1.872
SOPT12-SDL69-BLND-10FT63		5.096
HG72-LCH68-TEA-LEAF-3-ORPIYE11		1.6848
LEGIN-SAR6-HEART32		1.248
OME17-KJM15-CSMBA-30IN-RED19		2.8496
NELK76-ASR10-MUL3TRI-GLD96		6.656
OME20-FJLS73-BA-FILB-CLR90		3.9208
S0SW50-HPT86-SKIN-ZELDA80		1.664
SRT52-HLW73-BKBE-BM-BLK86		3.536
OME22-YYDY37-WRHGA-10FT-LED29		6.24
NELK93-ASR30-TIPCO-SLV35		5.2
LEGIN-SAR6-METSILR21		2.496
LEGIN-SAR6-KITTY50		1.248
OME16-JYH89-CSMBA-32IN-RED76		3.12
HOVERSISK30-XGS56-SKIN-BLUE71		3.328
HOVER-TRX2-HPT17-SKIN-STASTRIP89		2.288
SRT90-HBDL77-BKWBC-HOLDER-BLK20		1.664
6AT-6-IVY-10P57-2-WINCDL		9.984
LEGIN-SAR6-GOLDCOLR35		2.496
YETI-10OZ55-HPT62-SKIN-FULLGREEN32		1.248
0AT-7-GLD-2P18-3-WINCDL		2.5792
TOY39-XL67-SPINNER-HNDSPN-BLUE86		3.12
JWRY23-SA668-SKIN-PULAT-5CHN68		3.1615999
1HMP-7-LIM-BLUFIRE29-6-PS4S		2.3295999
NELK69-ASR78-5CIRT-GLD95		4.368
LEGIN-SAR6-PURSCALE30		2.392
YETI-203096-HPT82-SKIN-EAGDERHUT55		1.248
KTH68-KNGM02-6S0-SPTL-RED87		3.12
OME11-JYH37-CSMBA-25IN-GLD76		1.872
TOY68-PUYN69-HADSPI-SLV-CM80		4.576
ROP36-RUSSEL80-8MD-6MCLR62		6.24
EAR3PC28-ASR66-STAST-COLOR86		2.08
LEGIN-SAR6-BLALSTIR18		1.248
SRT13-HBL56-BK-PDL-MTLX-BLK56		4.16
OME63-JYH87-CSMBA-25IN-PPL17		1.872
KTH26-KNGM61-4S0-SPTL-RED30		2.08
YETI-203025-HPT72-SKIN-BERDOGDER85		1.248
SRT11-HLW52-BKBE-SM-BLK32		2.912
HOVER-T1-HPT32-SKIN-EMOJI91		2.288
CDL78-LZL63-TRE-679		4.7008
LEGIN-SAR6-LBLASTRPS05		6.656
RPE61-RUES97-MF--FLAT-15M18		17.950401
OME13-JYH90-CSMBA-32IN-BLU37		3.12
S0SW97-HPT76-SKIN-RBOSTRIP38		1.664
ROP85-RUSSEL83-8MD-15MPUM89		14.144
NEEARIN61-ASR62-DIMON-SLV60		2.184
JWRY69-SA686-SKIN-PUNKMTL-SLV65		1.7784001
RPE97-RUES59-MF--FLAT-12M68		15.08
LGT66-BON16-SPOT-OUTDOOR73		7.488
YETI-203051-HPT21-SKIN-ANCBOTLGH85		1.248
WAL62-PGSGZ96-SAVR-2X65MM32		2.6540802
SRT85-SLQ50-BK-COVER-M38		4.576
ROP60-RUSSEL91-8MD-12MPUM52		11.648
YETI-203063-HPT26-SKIN-BOATREDOG22		1.248
SRT25-HBL55-BK-PDL-MTLY-RED73		9.36
SRT79-SLQ61-BK-COVER-L32		5.616
SPS476-HPT85-SKIN-001GALAXY59		2.288
KTH69-KNGM18-1P0-SPTL-SMBLK92		0.416
P4BTN51-ZHF60-DPAD-GOLD		1.56
0AT-2-IVY-2P92-6-WINCDL		2.4128
TOY68-XL16-SPINNER-HNDSPN-WHITE92		3.12
CVR60-DGHS57-SPT-EPT-BLU65		1.7055999
JWRY61-SA615-SKIN-METALGLD37		2.5895998
6AT-6-SLV-2P86-6-WINCDL		2.5792
SRT71-HBL60-BK-PDL-PLAS-BLK68		2.496
SRT66-HBL63-BK-PDL-MTLY-BLU90		9.36
PS3SISK86-SZLC52-BLKRED-18		0.832
HOVER-T528-HPT60-SKIN-GREFRE86		2.288
HOVERT1-HPT66-SKIN-LITWAV68		2.288
YETI-203077-HPT58-SKIN-FLGDOGDER90		1.248
S0SW65-HPT79-SKIN-STASTRIP88		1.664
HOM18-LZLI93-ELD-CYSL-2PCS21		5.824
HOVERSISK61-XGS92-SKIN-BKGR97		3.328
X3SISK18-SZLC95-CAMGRN-29		0.0
BAK60-HX87-MAID-WAVE-WHITE23		8.736
6HMP-0-LIM-GOLDEN13-3-PS4S		2.3295999
JWRY82-SA663-SKIN-2LYRVTBAR-BLK96		1.352
P4BTN61-ZHF56-THUM-ROSRD56		1.248
P4BTN19-ZHF65-THUM-BLUE76		1.248
HOVER-TRX2-HPT22-SKIN-EMOJI32		2.288
PS3SISK32-SZLC65-BLUBLK-15		0.832
SRT80-HLW30-BKKLGH-SET00116		10.4
2HMP-8-LIM-REVIL77-3-PS4S		2.3295999
S0SW29-HPT96-SKIN-ZELDA28		1.664
HOVERSISK32-XGS66-SKIN-BLACK62		3.328
KTH28-KNGM01-4S0-SPTL-BLK30		2.08
X3-BLKGRN-BLUWHT-HG		1.664
SPS488-HPT65-SKIN-002GALAXY19		2.288
X3SISK87-SZLC10-BLKGRN-11		0.832
5HMP-5-LIM-BTLFLG29-0-PS4S		2.3295999
KTH10-KNGM38-6S0-SPTL-BLK60		3.12
801-2GRYPINK-MRSTEAZZ-5-TEA-668		0.0
YETI-203030-HPT12-SKIN-FLGCOPDER67		1.248
2AT-5-SLV-10P66-6-WINCDL		10.7744
JWRY62-SA677-SKIN-KOVT-AMH96		1.89696
HG61-LCH29-TEA-LEAF-3-GRBLOR36		1.6848
HG97-LCH72-TEA-LEAF-1-PURPLE95		0.5616
P4BTN76-ZHF83-THUM-BLACK63		1.248
6HMP-6-LIM-BIOH16-3-PS4S		2.3295999
WAL63-PGSGZ81-SAVR-4X65MM78		2.6540802
YETI-203058-HPT55-SKIN-CPSBOTFIG26		1.248
8AT-3-GLD-10P85-3-WINCDL		10.7744
JWRY37-SA693-ER-TRIA-CSTL27		1.0753601
SRT29-HLW52-BKKLK-CHAIN61		3.328
KTH70-KNGM11-1P0-SPTL-SMRED32		0.416
P4BTN59-ZHF66-DPAD-RED		1.56
TOY28-YFTY15-HADSPI-RED-LD66		2.08
WAL70-PGSGZ19-SAVR-65MM16		1.3270401
HOVERT1-HPT17-SKIN-PURLIT19		2.288
YETI-203036-HPT78-SKIN-SKIISPOTS65		1.248
6HMP-2-LIM-UNIVER56-6-PS4S		2.3295999
P4BTN20-ZHF30-BUTN-BLUE		1.248
ROP18-RUSSEL36-8MD-6MWMW85		6.656
PS3SISK66-SZLC26-BLUWHT-75		0.832
HOME56-KX11-TRAPLW-BLA76		6.656
BAK13-HX60-MAID-WAVE-FLTGREN33		8.736
X3SISK23-SZLC31-BLUWHT-12		0.832
KTH00-KNGM21-1P0-SPTL-BGBLK11		0.624
ELEC68-MGANG36-BRECVR-SILV65		9.36
HOM52-PYG37-TREE-CHRIS-21M17		17.68
S0SW20-HPT15-SKIN-DOODLE72		1.664
P4BTN37-ZHF13-DPAD-PURPL		1.56
LEGIN-SAR6-SKLUSCALE39		2.392
YETI-10OZ71-HPT25-SKIN-CAMWEED60		1.248
7HMP-3-LIM-DEDPOL56-6-PS4S		2.3295999
EAR3PC32-ASR69-88SH-GLD98		2.808
LEGIN-SAR6-METGOLD69		2.496
SPS496-HPT59-SKIN-BLUEFIRE25		2.288
5HMP-2-LIM-KINHERT60-3-PS4S		2.3295999
HOVERSISK56-XGS66-SKIN-BKRD61		3.328
SRT69-HLW19-BKBE-LV-YEL63		0.24960001
EAR3PC96-ASR57-BEM-GLD15		3.12
ELD32-HYM66-CANEY-10PCS51		10.8368
LEGIN-SAR6-BLUSCALE15		2.392
SRT66-SLQ87-BK-COVER-S89		3.328
LEGIN-SAR6-MBLASTRPS35		6.656
SRT69-HLW53-BKBE-RE-GLD57		0.4576
X3SISK91-SZLC00-BLUBLK-21		0.832
TOY16-XL66-SPINNER-HNDSPN-RED65		3.12
P4BTN85-ZHF22-BUTN-PURPL36		1.248
HG65-LCH39-TEA-LEAF-1-GREEN37		0.5616
SOPT36-SDL23-BLND-23FT96		11.336
HOVERT1-HPT22-SKIN-BLUFRE15		2.288
P4BTN83-ZHF68-THUM-GREEN69		1.248
KNER35-SEJJNB77-KNE-KNEPAD-BL13		9.36
HOVERT1-HPT81-SKIN-GREFRE21		2.288
WAL28-PGSGZ33-SAVR-4X90MM81		3.27808
OME63-JYH67-CSMBA-32IN-PPL69		3.12
OME68-KJM67-CSMBA-25IN-RED96		2.4336
CVR63-DGHS67-SPT-WLE-PNK66		3.328
LEGIN-SAR6-STRIP25		1.248
SPS469-HPT91-SKIN-004GALAXY29		2.288
HOVER-TRX2-HPT56-SKIN-LITWAV10		2.288
WAL13-PGSGZ56-SAVR-90MM63		1.63904
SPS498-HPT35-SKIN-003GALAXY26		2.288
LGT63-WJA96-SPOT-INDOOR75		18.304
S0SW50-HPT10-SKIN-MARIO57		1.664
S0SW10-HPT72-SKIN-ZELDA12		1.664
SRT11-HLW68-BKBE-LV-BLK66		0.24960001
S0SW86-HPT76-SKIN-EMOJI72		1.664
YETI-10OZ62-HPT61-SKIN-ROSEGREN67		1.248
ROP36-RUSSEL10-8MD-12MCLR10		11.024
HOVERT1-HPT11-SKIN-STARS52		2.288
3HMP-7-LIM-NIKELGO87-7-PS4S		2.3295999
S0SW76-HPT56-SKIN-WEEDBL33		1.664
ROP67-RUSSEL35-8MD-12MBLU63		11.024
SRT68-HBL63-BK-PDL-MTLX-RED66		4.16
PS3SISK56-SZLC99-RED-83		0.832
SET6RI19-ASR91-CRA-SLV36		2.808
PS3SISK59-SZLC88-BLKBLK-36		0.832
OME93-JYH69-CSMBA-32IN-SLV76		3.12
JWRY76-SA633-SKIN-ASYFYHST-GLD92		1.5807999
JWRY91-SA678-SKIN-2LYRVTBAR-GRN51		1.352
P4BTN31-ZHF58-BUTN-SIVER66		1.248
ROP95-RUSSEL21-8MD-9MWMW89		9.152
RPE26-RUES66-MF--FLAT-9M72		12.2096
6HMP-1-LIM-005GALAXY52-8-PS4S		2.3295999
P4BTN23-ZHF58-DPAD-BLUE		1.56
==================================
===      Amazon-sqb      ===
==================================
		0.832
RUSEL3277ROP_8MD75_SHXL79779MWMW1		9.152
LW2177PORT57_9877BIKBL-LV-YEL7		0.24960001
YIFAT7377TOY36_2277HANSPN_LIT-RD3		2.08
HMPT2017S0SW76_6897MARIO0		1.664
ZHOUF8877P4BTN35_DPAD6877RED8		1.56
SRA81NEKC30_635PTCI-GLD6		4.368
ZHOUF2677P4BTN27_BUTN9277ROSRD3		1.248
ZHOUF6777P4BTN17_DPAD6177GREEN5		1.56
LW8677PORT70_2377BIKBL-LV-PUR5		0.24960001
AKT3377WINCDL39_SHXL5377SLV-10P0		10.7744
YIFAT8777TOY69_5977HANSPN_LIT-BK2		2.08
HMPT3377HOVER-TRX2_6777LITWAV2		2.288
LW9677PORT86_9777BIKBL-SM-SILV7		2.912
HMPT2077S0SW80_3577GOLDEN3		1.664
SRA96RINNKRIN67_38DIAM-SLV6		2.184
SAR6LEGIN21_SHXL3877BLALSTIR		1.248
HMPT6777YETI-203096_SHXL3277PEKOPERA1		1.248
LW7577PORT15_7977BIKBL-LV-SILV2		0.24960001
GZP6077WallPads28_SHXL90774X90MM5		3.27808
LW8677PORT91_6877BIKESTA-BLK0016		2.08
HMPT3177YETI-203083_SHXL6677BOATREDOG2		1.248
DGHS2077SPTCVR85_SHXL7777WLE-PNK0		3.328
HMPT8677HOVER-T1_8277LITWAV5		2.288
HMPT5077YETI-203057_SHXL8877SKIISPOTS6		3.328
HMPT7677HOVER-T550_6677BLUFRE5		2.288
XGS6777HOVERSISK16_SHXL1777WHITE6		3.328
SXJS93INDST70_63BIT-GLS-15PC5		3.744
HMPT2577S0SW31_3677RBOSTRIP2		1.664
SAR6LEGIN62_SHXL9277NOCARTOON6		1.248
DGHS6177SPTCVR31_SHXL5377EPT-BLU0		1.7055999
LZIL2677HE86_1277ELD-CTL-2PCS5		5.824
LW2277PORT81_6977BIKBL-LV-RED6		0.24960001
HMPT6077YETI-10OZ52_SHXL9377BTLFLG8		1.248
WX6177PROJECTLGT20_SHXL5577INDOOR1		18.304
DYG5277HE81_9877XM-TRE-21M2		17.68
SAR6LEGIN88_SHXL5677STRIP30		1.248
RUSEL6077ROP_8MD56_SHXL59776MWMW0		6.656
AKT6877WINCDL67_SHXL5377IVY-2P3		2.4128
AKT8277WINCDL93_SHXL3777IVY-6P3		6.1152
HMPT7577YETI-203036_SHXL6177SHPOWLEGL8		1.248
ZHOUF2677P4BTN75_BUTN5877BLUE5		1.248
ZHOUF7077P4BTN67_BUTN7377RED3		1.248
SAR66677ER21_SHXL3977TRIA-CSTL6		1.0753601
RUSEL1377ROP_8MD83_SHXL977712MPUM8		11.648
HMPT8177YETI-203015_SHXL1877LIOELEDER5		1.248
SAR6LEGIN65_SHXL2877METLBLA		2.496
HMPT8977YETI-203018_SHXL2577SUFRUDBOT8		1.248
HMPT9077PS4S85_1977SLM-002GALAXY5		2.3295999
SDL2677PORT61_6677-L7		5.616
BAKET8277PURP95_HXL5177MAID6		9.568
HMPT7577S0SW36_2777STASTRIP1		1.664
HMPT8177S0SW22_9377CABOBL3		1.664
FH1577CRMBAL-HOE87-1677-25IN-GLD1		1.872
HMPT7777PS4S63_5977SLM-SPMAN8		2.3295999
DCL8177HOVER90-HMPT8877NEBULA91		2.184
LW6577PORT90_8677BIKBL-LV-GRE0		0.24960001
SRA66EARR27_36TAL-SLV5		2.08
YM9677CRMSBG-HOE83-6977-25IN-RED6		2.4336
HMPT1677HOVER-T519_8777LITWAV8		2.288
LW9177PORT13_2877BIKBL-BM-SILV7		3.536
ZHOUF9577P4BTN39_THUM2977RED3		1.248
GZP7877WALSAVR68_SHXL557765MM0		1.3270401
ZHOUF9377P4BTN82_THUM2177SIVER3		1.248
YM9081CRMSBG-HOE82-7181-36IN-RED5		3.2656
SAR6LEGIN37_SHXL7277GOLSCALE		2.392
YM3687CRMSBG-HOE29-8587-36IN-WH6		3.2656
AKT7277WINCDL91_SHXL5177GLD-2P0		2.5792
SRA62BLCA92_11MULPLR8-DNGL-GLD6		4.16
ZHOUF3777P4BTN83_THUM8877GREEN7		1.248
YWDX68SPRT95_66WRST-BAL-CLR7		2.08
HMPT5277YETI-10OZ22_SHXL2077FULLGREEN6		1.248
RUSEL8183ROP_8MD62_SHXL378315MCLR5		13.52
SRA35EARR3SET20_90STARSL-COLOR6		2.08
HMPT2677PS4S88_2877SLM-KINHERT6		2.3295999
HMPT6577YETI-10OZ65_SHXL9077ROSEBLUE2		1.248
HMPT6377PS4S65_9277SLM-WOODEN6		2.3295999
XGS7677HOVERSISK77_SHXL8377BLWT2		3.328
XLY1777TOY62_SHXL7677HNDSPN-YELLOW6		3.12
HMPT1877HOVER-T1_6277PURLIT7		2.288
ZHOUF8577P4BTN89_DPAD6577SIVER6		1.56
LW9677PORT59_2377BIKBL-RE-SILV3		0.4576
SAR6LEGIN23_SHXL3577HEART5		1.248
JJYW1677WREATH52_SHXL197724IN-GRN5		14.56
HMPT6677YETI-10OZ32_SHXL6277CAMWEED6		1.248
HXL9677BAKET39_SHXL5377SACLE-BLUE2		8.736
AKT5677WINCDL33_SHXL1577GLD-10P2		10.7744
HMPT5877YETI-10OZ86_SHXL6077PURPPINK5		1.248
GZP9177WallPads86_SHXL70774X65MM3		2.6540802
HMPT8677HOVER-TRX2_7377PURLIT3		2.288
HMPT9777YETI-203076_SHXL6677ANCBOTLGH7		1.248
NBSE3277KNER66_SHXL6277KNEPAD-BL6		9.36
SAER25LEGING60_85TPPC-FLESH7__S		0.0
URS3977REP66_6077MC--FLAT-15M6		17.950401
RUSEL6378ROP_8MD62_SHXL867812MBLU6		11.024
SRA12EARR3SET89_55BMH-GLD5		3.12
SRA63NEKC72_56TIPCN-SLV7		5.2
HXL9577BAKET10_SHXL7677SACLE-BRTGREN1		8.736
SAER25LEGING60_85TPPC-FLESH7__M		0.0
SDL6777PORT63_7877-S6		3.328
SAER25LEGING60_85TPPC-FLESH7__L		0.0
XGS6577HOVERSISK63_SHXL3677BKGR6		3.328
ZHOUF3077P4BTN95_THUM5777BLUE8		1.248
RUSEL6077ROP_8MD67_SHXL90779MCLR0		8.736
HBD8877PORT16_6777MTLX-BLU6		4.16
SAR6LEGIN38_SHXL1277BEAR7		1.248
HMPT3377PS4S82_3377SLM-NIKELGO3		2.3295999
HMPT2377PS4S79_8777SLM-GOLDEN3		2.3295999
YIFAT7577TOY18_1077HANSPN_LIT-YL7		2.08
SAR69677BCLT62_SHXL8177ASYFYHST-GLD2		1.5807999
HXL5877BAKET37_SHXL5377WAVE-WHITE8		8.736
FH1880CRMBAL-HOE66-6280-25IN-PPL6		1.872
DGHS2077SPTCVR92_SHXL8777EPT-PNK7		1.7055999
YIFAT6277TOY71_8077HANSPN_LIT-WT6		2.08
HXL5277BAKET78_SHXL8077SACLE-PURP8		8.736
FH8879CRMBAL-HOE66-3679-25IN-RED6		1.872
LZL6677TRECDL60_SHXL60776P6		6.136
RUSEL2282ROP_8MD27_SHXL388215MBLU2		13.52
DGHS9577SPTCVR67_SHXL1677SEL-PIN3		3.328
HBD8677PORT67_5677PLAS-BLK3		2.496
HMPT5677HOVER-TRX2_6177STARS0		2.288
SRA27EARR3SET70_66BMH-SLV1		3.12
SAR6LEGIN55_SHXL2877KITTY8		1.248
DCL2877HOVER57_HMPT8377BLUEDAEM58		2.184
HMPT5577S0SW98_9577LOGO7		1.664
LW6277PORT13_9877BIKELO-CHAIN6		3.328
HMPT6177PS4S80_6077SLM-005GALAXY8		2.3295999
HMPT3777PS4S17_1777SLM-BLUFIRE5		2.3295999
XGS9077HOVERSISK20_SHXL5677BLUE2		3.328
HMPT6277PS4S86_5777SLM-SBLUEFIRE5		2.3295999
HMPT3877S0SW81_2677DOODLE6		1.664
DGMCO6877ELTN63_9677BTRCV-BLK0		9.36
SAR66277NKLC35_SHXL63772LYRVTBAR-BLK5		1.352
HMPT2017S0SW29_3577GOLDEN3		1.664
DBZY67TISSUE-ARTS69-PAPER-BAL-PINK		2.808
SAR6LEGIN18_SHXL7877LBLASTRPS		6.656
HMPT5277YETI-203092_SHXL2677FLGDOGDER6		1.248
HMPT2277HOVER-T562_1677PURLIT1		2.288
HMPT8677YETI-10OZ96_SHXL1277AMERFLAG6		1.248
HMPT3377YETI-203085_SHXL2077DODEERHUT7		1.248
HMPT1877YETI-203091_SHXL5377CPSBOTFIG0		1.248
SAR65677ER52_SHXL2077TRISUA-PLT5		1.05664
HMPT3377HOVER-T1_2877BLUFRE1		2.288
RUSEL3277ROP_8MD11_SHXL27776MCLR5		6.24
YM6679CRMSBG-HOE27-6879-30IN-RED6		2.8496
ZHOUF3377P4BTN91_THUM3377GOLD6		1.248
SAER68LEGING25_36TPPC-BONELG1__S		0.0
SRA68NEKC12_57DOUBLY-GLD8		2.808
FH6281CRMBAL-HOE67-7681-25IN-BLU1		1.872
SAR62677CHKR60_SHXL2577PUNKMTL-SLV3		1.7784001
SWZF2077SWCH456_SHXL1977BLA-HAND1		3.328
LW7777PORT61_8877BIKELO-RING5		2.496
XLY6677TOY60_SHXL3077HNDSPN-BLACK8		3.12
SAR6LEGIN10_SHXL2577PURSCALE		2.392
HBD6177PORT87_5177MTLX-BLK6		4.16
HMPT5177PS4S89_8577SLM-REVIL5		2.3295999
PYANG6277TOY79_5077HANSPN_CR-BL6		4.576
HBD11PORT67_66BIKEHD-BC-BLK8		1.664
HMPT9777S0SW28_9577BLFIRE6		1.664
HMPT5677YETI-203029_SHXL2577FLGDOGSUF6		1.248
SAR6LEGIN27_SHXL1777SQURE		3.536
SAER68LEGING25_36TPPC-BONELG1__L		0.0
SAER68LEGING25_36TPPC-BONELG1__M		0.0
DCL8377HOVER15_HMPT6377RAINBW51		2.184
ZHOUF1077P4BTN96_BUTN6877COLOR8		1.248
HMPT3577S0SW86_9877WEEDBL3		1.664
ZHOUF6177P4BTN27_BUTN5077GOLD6		1.248
LW7177PORT86_9277BIKBL-SM-BLK6		2.912
HXL5077BAKET35_SHXL6577WAVE-PINK8		8.736
HMPT1077HOVER-T593_8177EMOJI2		2.288
SAR66777ER52_SHXL2777NTLSTN-SQIN0		2.24432
YY6777GAL-HOE92-1877-10FT-LED0		6.24
HMPT5777S0SW73_1977RBODOD6		1.664
HMPT6977HOVER-T536_6677STARS7		2.288
HBD7677PORT60_1277MTLX-RED3		4.16
SAR6LEGIN15_SHXL6577BLUSCALE		2.392
SRA18BLCA22_86LMUL11-SLV6		4.16
FH6686CRMBAL-HOE56-6286-32IN-BLU8		3.12
HMPT3177PS4S82_8977SLM-SKUNK8		2.3295999
RUSEL7781ROP_8MD65_SHXL298115MWMW5		14.144
XLY2377TOY20_SHXL8577HNDSPN-WHITE0		3.12
RUSEL5277ROP_8MD59_SHXL69779MBLU8		8.736
URS1577REP10_6377MC--FLAT-12M6		15.08
DCL5377HOVER16-HMPT9177STASTRIP22		2.184
FH7682CRMBAL-HOE78-1582-32IN-GLD6		3.12
YM1683CRMSBG-HOE83-5083-25IN-WH6		2.4336
SAR6LEGIN28_SHXL8777METBLUE		2.496
HMPT6877PS4S17_1177SLM-PAINT7		2.3295999
HMPT6277PS4S96_9777SLM-WEEDS1		2.3295999
SRA79SET6RIN25_88CRST-SLV5		2.808
XLY2277TOY22_SHXL2377HNDSPN-BLUE3		3.12
HBD2577PORT79_8077MTLY-RED3		9.36
ZHOUF1077P4BTN90_DPAD5177BLACK8		1.56
HMPT1877S0SW10_2577ZELDA6		1.664
DGHS8677SPTCVR61_SHXL1677WLE-BLU5		3.328
DCL2977HOVER90_HMPT1877PURLIT82		2.184
LW5077PORT26_9377BIKELIT-SET0012		10.4
LW1977PORT90_6977BIKBL-LV-BLK0		0.24960001
RUSEL3677ROP_8MD78_SHXL12779MPUM8		9.152
HMPT5877PS4S68_5377SLM-BIOH7		2.3295999
HMPT2077YETI-10OZ59_SHXL6077ROSEGREN8		1.248
HMPT6777HOVER-T1_7877STASTRIP5		2.288
DCL3077HOVER03-HMPT2377NEOSPAT05		2.184
HMPT2677YETI-203090_SHXL6677SKLREAGHT8		1.248
URS6877REP23_5677MC--FLAT-6M8		9.3392
DGMCO6777ELTN56_2677BTRCV-SILV0		9.36
ZHOUF1177P4BTN16_THUM3177PURPL1		1.248
HMPT5677S0SW23_7077STARS6		1.664
RUSEL6980ROP_8MD96_SHXL178015MPUM3		14.144
HMPT5377PS4S96_6777SLM-UNIVER7		2.3295999
XGS5177HOVERSISK66_SHXL9377BLACK6		3.328
SAER50LEGING60_52TPPC-LETTER6__S		0.0
SRA61BLCA39_62LMUL11-GLD2		4.16
SAR63677NKLC89_SHXL6577PULAT-5CHN3		3.1615999
SAER50LEGING60_52TPPC-LETTER6__L		0.0
HMPT6277HOVER-TRX2_7777EMOJI0		2.288
HMPT2177HOVER-TRX2_9277BLUFRE6		2.288
SAER50LEGING60_52TPPC-LETTER6__M		0.0
HMPT2977S0SW16_7177RBOWAV6		1.664
DCL5977HOVER21_HMPT8877BLACHV76		2.184
XLY7877TOY59_SHXL8277HNDSPN-GREEN2		3.12
SDL9377PORT96_8077-M1		4.576
AKT7077WINCDL83_SHXL3877SLV-2P8		2.5792
SAR61077BCLT95_SHXL5177ASYFYHST-SLV7		1.5807999
