TQS_SKU,TQSA_ASIN,TQS_Fnsku,SS_SKU,WSD_SKU,VE_SKU,AD_SKU,HG_SKU,SQB_SKU,Price
2-ZHF27-P4BTN-DPAD-90ROSRD25,,X0016UJFHN,P4BTN60-DPAD-ROSRDZHF335,ROSRD-ZF1-6-P4BTN96-DPAD,,6ZHF-3-ROSRD70-5-P4BTN-DPAD,P4BTN81-ZHF63-DPAD-ROSRD,ZHOUF3277P4BTN50_DPAD3677ROSRD7,7.5
7-ZHF38-P4BTN-DPAD-73PURPL25,,X0016VQ2JV,P4BTN55-DPAD-PURPLZHF867,PURPL-ZF3-3-P4BTN39-DPAD,,5ZHF-2-PURPL68-1-P4BTN-DPAD,P4BTN37-ZHF13-DPAD-PURPL,ZHOUF5777P4BTN57_DPAD7777PURPL8,7.5
2-ZHF25-P4BTN-DPAD-67GREEN25,,X0016UID67,P4BTN15-DPAD-GREENZHF616,GREEN-ZF3-1-P4BTN19-DPAD,,5ZHF-6-GREEN33-6-P4BTN-DPAD,P4BTN35-ZHF91-DPAD-GREEN,ZHOUF6777P4BTN17_DPAD6177GREEN5,7.5
8-ZHF59-P4BTN-DPAD-19BLACK36,,X000KK8NAF,P4BTN29-DPAD-BLACKZHF653,BLACK-ZF2-8-P4BTN65-DPAD,,6ZHF-6-BLACK51-6-P4BTN-DPAD,P4BTN39-ZHF88-DPAD-BLACK,ZHOUF1077P4BTN90_DPAD5177BLACK8,7.5
3-ZHF10-P4BTN-DPAD-38BLUE76,,X000RRB01F,P4BTN18-DPAD-BLUEZHF371,BLUE-ZF6-7-P4BTN66-DPAD,,6ZHF-8-BLUE90-6-P4BTN-DPAD,P4BTN23-ZHF58-DPAD-BLUE,ZHOUF5277P4BTN85_DPAD2377BLUE8,7.5
1-XLY71-TOY-15HNDSPN-BLACK500,,,TOY88-HNDSPN-BLACK-XY115,HNDSPN-BLACK-XL6-0-TOY38,,5XLY-5-HNDSPN-BLACK67-7-TOY,TOY65-XL51-SPINNER-HNDSPN-BLACK66,XLY6677TOY60_SHXL3077HNDSPN-BLACK8,15
3-XLY72-TOY-77HNDSPN-WHITE931,,,TOY31-HNDSPN-WHITE-XY110,HNDSPN-WHITE-XL5-3-TOY61,,5XLY-7-HNDSPN-WHITE66-2-TOY,TOY68-XL16-SPINNER-HNDSPN-WHITE92,XLY2377TOY20_SHXL8577HNDSPN-WHITE0,15
3-XLY88-TOY-66HNDSPN-RED705,,,TOY92-HNDSPN-RED-XY959,HNDSPN-RED-XL3-7-TOY68,,1XLY-2-HNDSPN-RED16-6-TOY,TOY16-XL66-SPINNER-HNDSPN-RED65,XLY8877TOY36_SHXL5277HNDSPN-RED6,15
1-XLY88-TOY-23HNDSPN-GREEN612,,,TOY63-HNDSPN-GREEN-XY159,HNDSPN-GREEN-XL2-6-TOY96,,6XLY-1-HNDSPN-GREEN66-1-TOY,TOY88-XL32-SPINNER-HNDSPN-GREEN79,XLY7877TOY59_SHXL8277HNDSPN-GREEN2,15
2-XLY12-TOY-91HNDSPN-BLUE262,,,TOY67-HNDSPN-BLUE-XY332,HNDSPN-BLUE-XL0-5-TOY71,,6XLY-6-HNDSPN-BLUE57-5-TOY,TOY39-XL67-SPINNER-HNDSPN-BLUE86,XLY2277TOY22_SHXL2377HNDSPN-BLUE3,15
6-XLY66-TOY-35HNDSPN-YELLOW225,,,TOY16-HNDSPN-YELLOW-XY789,HNDSPN-YELLOW-XL2-6-TOY37,,2XLY-2-HNDSPN-YELLOW72-7-TOY,TOY67-XL81-SPINNER-HNDSPN-YELLOW10,XLY1777TOY62_SHXL7677HNDSPN-YELLOW6,15
8-DGPY91-TOY-27HNDSPN-CHM-BLU661,,,,,,,TOY68-PUYN50-HADSPI-BLUE-CM39,PYANG6277TOY79_5077HANSPN_CR-BL6,22
3-DGPY10-TOY-77HNDSPN-CHM-SLV153,,,,,,,TOY68-PUYN69-HADSPI-SLV-CM80,PYANG3677TOY15_1177HANSPN_CR-SL2,22
2-YTOY58-TOY-23HNDSPN-LED-BLU697,,,,,,,TOY23-YFTY78-HADSPI-BLUE-LD96,YIFAT2077TOY69_5577HANSPN_LIT-BL6,10
6-YTOY10-TOY-77HNDSPN-LED-BLK832,,,,,,,TOY68-YFTY52-HADSPI-BLACK-LD87,YIFAT8777TOY69_5977HANSPN_LIT-BK2,10
7-YTOY22-TOY-25HNDSPN-LED-WHT613,,,,,,,TOY76-YFTY67-HADSPI-WHITE-LD65,YIFAT6277TOY71_8077HANSPN_LIT-WT6,10
3-YTOY29-TOY-10HNDSPN-LED-YLW382,,,,,,,TOY69-YFTY15-HADSPI-YELOW-LD53,YIFAT7577TOY18_1077HANSPN_LIT-YL7,10
1-YTOY86-TOY-52HNDSPN-LED-RED966,,,,,,,TOY28-YFTY15-HADSPI-RED-LD66,YIFAT7377TOY36_2277HANSPN_LIT-RD3,10
8-SADS7301-SA708-10990293BLUE,,X000RRB02J,,,,,,,0
1-SADS7761-SA708-97060303GREN,,X000W39S95,,,,,,,0
2-SADS7701-SA708-77515297YELW,,X000NFIIRP,,,,,,,0
9-SADS5891-SA708-16805860REDW,,X000NFIJ47,,,,,,,0
0-SADS8931-SA901-90151925BLUE,,X000NFIJWJ,,,,,,,0
6-SADS3001-SA903-71158510WBLE,,X000NFIKDH,,,,,,,0
6-RUSL7362-METE-0030CM43BLUE,B00A2G4CEM,X000X6XNFV,5528092-9311001-3101-231007,BLUE30CM-RU-96-METE-702,BLUE30CM-RU-96-METE-702-VE,8RUL-0-BLUE29-1-METE30CM,,,28
5-RUSL1961-METE-1630CM06WHITE,B00NBOAMQY,X000XEHNDB,5528432-4411001-3101-091008,WHITE30CM-RU-57-METE-578,WHITE30CM-RU-57-METE-578-VE,0RUL-1-WHITE39-8-METE30CM,,,28
6-RUSL0351-METE-2330CM51COLOR,B00NBOAPQG,X000RRB01F,5528332-1121001-3101-006009,COLOR30CM-RU-71-METE-893,COLOR30CM-RU-71-METE-893-VE,8RUL-9-COLOR26-3-METE30CM,,,28
8-RUSL2381-METE-2230CM79WARMW,B00NBOAS1I,X000NE82QX,5528347-4551001-3101-548001,WARMW30CM-RU-96-METE-690,WARMW30CM-RU-96-METE-690-VE,5RUL-1-WARMW58-9-METE30CM,,,28
6-RUS736-CL30-METE-43BLUE,B0159XZD8Q,X000ULKWGR,,,,,,,28
5-RUS196-CL30-METE-06WHITE,B0159XZG5Q,X000ULKWYJ,,,,,,,28
6-RUS035-CL30-METE-51COLOR,B0159XZJGM,X000ULKWHL,,,,,,,28
8-RUS238-CL30-METE-79WARMW,B0159XZM4G,X000ULKWIF,,,,,,,28
7-RUSL2831-METE-8050CM57WHITE,B00A2FWUAQ,X000NF5U5N,5528312-9941001-5101-009008,WHITE50CM-RU-26-METE-600,WHITE50CM-RU-26-METE-600-VE,1RUL-8-WHITE71-0-METE50CM,,,38
9-RUSL3761-METE-0650CM23BLU,B00NBU8WSS,X000NF5U17,5528342-8731001-5101-384007,BLUE50CM-RU-76-METE-569,BLUE50CM-RU-76-METE-569-VE,9RUL-3-BLUE08-7-METE50CM,,,38
9-RUSL6861-METE-7750CM38COLOR,B00NBU8YO0,X000NF5U1H,5528662-5411001-5101-113009,COLOR50CM-RU-55-METE-557,COLOR50CM-RU-55-METE-557-VE,9RUL-8-COLOR86-3-METE50CM,,,38
3-RUSL5091-METE-7250CM93WARMW,B00NBU90RA,X000NF5U0N,5528542-7461001-5101-998001,WARMW50CM-RU-37-METE-291,WARMW50CM-RU-37-METE-291-VE,6RUL-8-WARMW20-5-METE50CM,,,38
9-RUS376-CL50-METE-23BLUE,B0159Y3EWM,X000RRB02J,,,,,,,38
7-RUS283-CL50-METE-57WHITE,B0159Y3HR4,X000ULKWI5,,,,,,,38
9-RUS686-CL50-METE-38COLOR,B0159Y3L16,X000ULKWFX,,,,,,,38
3-RUS509-CL50-METE-93WARMW,B0159Y3O9K,X000ULKWG7,,,,,,,38
7-RUSL3081-1NET-63151599BLUE,B00ND0P734,X000NF5TZT,5528002-4312001-1501-375007,,,,,,16
2-RUSL0501-1NET-32151596WHITE,B00ND0PAL8,X000NF5TYZ,5528482-9482001-1501-002008,WHITE1515-RU-10-NET-367,WHITE1515-RU-10-NET-367-VE,,,,16
9-RUSL5121-1NET-36151522COLOR,B00ND0Q9SQ,X000NF5TZ9,5528472-8342001-1501-743009,COLOR1515-RU-11-NET-337,COLOR1515-RU-11-NET-337-VE,,,,16
1-RUSL8611-1NET-01151586WARMW,,X000NF5TWH,5528362-4702001-1501-908001,,,,,,16
9-RUSL5261-1NET-62151500PURPL,,X000NF5TZJ,5528452-9802001-1501-384002,,,,,,16
3-RUSL8231-1NET-81151588PINK,,X000NF5TYP,5528832-5832001-1501-372003,,,,,,16
8-RUSL7951-1NET-32151515RED,B00ND0QNAK,X000W39S95,5528352-5382001-1501-584004,RED1515-RU-95-NET-969,RED1515-RU-95-NET-969-VE,,,,16
5-RUSL0571-1NET-37151526YELLW,B00ND0QS9G,X000NF5TX1,5528112-4342001-1501-439005,,,,,,16
2-RUSL8931-1NET-56151511GREN,B00ND0QWXI,X000NF5U2L,5528492-5492001-1501-548006,GREN1515-RU-21-NET-811,GREN1515-RU-21-NET-811-VE,,,,16
7-RUSL30-G-1NET-63151599BLUE,B0113X0NGS,X000T2UMAX,NETLED81-1515BLUE-RUSL235,BLUE1515-RU-19-GNET-689,,8RUL-2-BLUE23-0-GNET1515,,,22
2-RUSL05-G-1NET-32151596WHITE,B0113X0TDK,X000T2UMB7,NETLED30-1515WHITE-RUSL763,WHITE1515-RU-10-GNET-367,,5RUL-5-WHITE68-6-GNET1515,,,22
9-RUSL51-G-1NET-36151522COLOR,B0113X10FQ,X000T2UM8Z,NETLED89-1515COLOR-RUSL116,COLOR1515-RU-11-GNET-337,,5RUL-1-COLOR21-1-GNET1515,,,22
1-RUSL86-G-1NET-01151586WARMW,B0113X17Z4,X000T2UMAN,NETLED77-1515WARMW-RUSL679,WARMW1515-RU-55-GNET-116,,1RUL-1-WARMW87-2-GNET1515,,,22
9-RUSL52-G-1NET-62151500PURPL,B0113X1EAC,X000T2UM9J,NETLED58-1515PURPL-RUSL967,PURPL1515-RU-88-GNET-905,,2RUL-0-PURPL06-7-GNET1515,,,22
3-RUSL82-G-1NET-81151588PINK,B0113X1KEC,X000T2UMA3,NETLED60-1515PINK-RUSL236,PINK1515-RU-05-GNET-038,,0RUL-0-PINK15-6-GNET1515,,,22
8-RUSL79-G-1NET-32151515RED,B0113X1QCS,X000T2UMBR,NETLED58-1515RED-RUSL557,RED1515-RU-95-GNET-969,,2RUL-7-RED01-1-GNET1515,,,22
5-RUSL05-G-1NET-37151526YELLW,B0113X1W7M,X000T2UMAD,NETLED75-1515YELLW-RUSL537,YELLW1515-RU-02-GNET-169,,0RUL-2-YELLW59-2-GNET1515,,,22
2-RUSL89-G-1NET-56151511GREN,B0113X238O,X000T2UM99,NETLED22-1515GREN-RUSL291,GREN1515-RU-21-GNET-811,,6RUL-9-GREN61-9-GNET1515,,,22
7-RUSL7121-2NET-27203053BLUE,B00NCODIY6,X000NF5TYF,5528342-6842001-2030-431007,BLUE2030-RU-25-NET-569,BLUE2030-RU-25-NET-569-VE,,,,22
9-RUSL5991-2NET-77203035WHITE,B00NCODM5Q,X000NF5TY5,5528562-5722001-2030-548008,WHITE2030-RU-31-NET-280,WHITE2030-RU-31-NET-280-VE,,,,22
8-RUSL8831-2NET-07203005COLOR,B00NCODP44,X000NF5U2V,5528092-4112001-2030-672009,COLOR2030-RU-99-NET-065,COLOR2030-RU-99-NET-065-VE,,,,22
8-RUSL6011-2NET-01203000WARMW,B00NCODRCO,X000NF5U2B,5528502-0112001-2030-511001,WARMW2030-RU-05-NET-652,WARMW2030-RU-05-NET-652-VE,,,,22
1-RUSL1651-2NET-58203022PURPL,B00NCO9NKY,X000NF5U49,5528002-5712001-2030-661002,,,,,,22
7-RUSL0861-2NET-29203008PINK,,X000NF5U5D,5528212-1092001-2030-887003,,,,,,22
6-RUSL3121-2NET-73203055RED,B00NCO9UVQ,X000NF5U3P,5528092-9982001-2030-461004,RED2030-RU-55-NET-280,RED2030-RU-55-NET-280-VE,,,,22
5-RUSL3671-2NET-79203083YELLW,B00NCO9WXM,X000NF5TWR,5528772-1892001-2030-561005,,,,,,22
1-RUSL2511-2NET-05203068GREN,B00NCO9ZHA,X000NF5U21,5528462-0122001-2030-671006,GREN2030-RU-28-NET-972,GREN2030-RU-28-NET-972-VE,,,,22
7-RUSL71-G-2NET-27203053BLUE,B0113X2QRW,X000T2WP1H,NETLED81-2030BLUE-RUSL235,BLUE2030-RU-25-GNET-569,,6RUL-6-BLUE51-7-GNET2030,,,28
9-RUSL59-G-2NET-77203035WHITE,B0113X2XCU,X000T2WP35,NETLED30-2030WHITE-RUSL763,WHITE2030-RU-31-GNET-280,,9RUL-8-WHITE59-5-GNET2030,,,28
8-RUSL88-G-2NET-07203005COLOR,B0113X32QG,X000T2WPCB,NETLED89-2030COLOR-RUSL116,COLOR2030-RU-99-GNET-065,,2RUL-3-COLOR67-9-GNET2030,,,28
8-RUSL60-G-2NET-01203000WARMW,B0113X3932,X000T2WPYT,NETLED77-2030WARMW-RUSL679,WARMW2030-RU-05-GNET-652,,7RUL-7-WARMW80-2-GNET2030,,,28
6-RUSL31-G-2NET-73203055RED,B0113X3EZ0,X000T2WPZ3,NETLED58-2030RED-RUSL557,RED2030-RU-55-GNET-280,,9RUL-2-RED93-5-GNET2030,,,28
5-RUSL36-G-2NET-79203083YELLW,B0113X3JVO,X000T2WPZD,NETLED75-2030YELLW-RUSL537,YELLW2030-RU-60-GNET-916,,0RUL-1-YELLW77-0-GNET2030,,,28
1-RUSL25-G-2NET-05203068GREN,B0113X3PUO,X000T2WQ07,NETLED58-2030GREN-RUSL557,GREN2030-RU-28-GNET-972,,8RUL-6-GREN39-9-GNET2030,,,28
8-RUSL8551-38C9-6605M31BLUE,B00NCRLHE6,X000NF5U4J,,,,,,,0
3-RUSL7831-26C9-8605M83WHTE,B00NCRLJQC,X000NF5U3F,,,,,,,0
5-RUSL5121-09C9-1205M71COLOR,B00NCRLLFG,X000NF5U3Z,,,,,,,0
6-RUSL7851-56C9-7905M88WARMW,,X000NF5TW7,,,,,,,0
6-RUSL78-E-56C9-7905M88WARMW,B01143EC64,X000T2V8FB,,,,,,,0
5-RUSL9731-2G40-0005M03BLUE,B00NCRLGBU,X000NF5TXL,,,,,,,0
9-RUSL6561-3G40-7205M26WHTE,B00NCRLJJO,X000NF5U03,,,,,,,0
8-RUSL3801-2G40-8505M37COLOR,B00NCRLLDS,X000NF5U4T,,,,,,,0
7-RUSL2321-5G40-5305M16WARMW,B00NCRLPK2,X000NF5U0X,,,,,,,0
0-RUS22-BatCu-2MFL-197CLR,B0113L5M70,X000T2RRZL,,,,,,,8
0-RUS56-BatCu-2MFL-309PUW,B0113L6R2Y,X000T2RS0Z,,,,,,,8
9-RUS59-BatCu-2MFL-365WMW,B0113L6JRW,X000T2RRUL,,,,,,,8
7-RUS36-BatCu-2MLT-319CLR,B0113L672O,X000T2RS05,,,,,,,8
8-RUS98-BatCu-2MLT-291PUW,B0113L5U68,X000T2RRVF,,,,,,,8
2-RUS72-BatCu-2MLT-069WMW,B0113L5M5W,X000T2RS0P,,,,,,,8
2-RUS86-BatCu-5MFL-678CLR,B0113L5UJA,X000T2RS19,,,,,,,14
6-RUS37-BatCu-5MFL-855PUW,B0113L6VA2,X000T2RRZ1,,,,,,,14
9-RUS33-BatCu-5MFL-059WMW,B0113L6NL4,X000T2RRVP,,,,,,,14
3-RUS67-BatCu-5MLT-531PUW,B0113L63BO,X000T2RRYH,,,,,,,14
7-RUS38-BatCu-5MLT-263WMW,B0113L5Q6M,X000T2RRWT,,,,,,,14
0-RUS59-BatCu-5MLT-758CLR,B0113L6AIU,X000X6XNFV,,,,,,,14
3-RUS67-AdpCu-5M6MD-872PUW,B0113L658K,X000T2RRWJ,,,,,,,0
6-RUS17-AdpCu-5M6MD-003CLR,B0113L6CM4,X000T2RRVZ,,,,,,,0
7-RUS33-AdpCu-5M6MD-070WMW,B0113L5YGO,X000T2RS0F,,,,,,,0
1-RUS11-AdpCu-10M6MD-337PUW,B0113L6918,X000T2RRYR,,,,,,,0
5-RUS58-AdpCu-10M6MD-851WMW,B0113L61MU,X000T2RRXN,,,,,,,0
9-RUS52-AdpCu-10M6MD-503CLR,B0113L6LAW,X000T2RRW9,,,,,,,0
8-RUS31-ROP93-6M8MD-618PUW,B01127EFPK,X000T2VN8N,ROP77-6MPUM-MD979,6MPUM-RUSSE2-8MD5-ROP86,6MPUM-RUSSE2-8MD5-ROP86-VE,5RUSS-2-6MPUM97-8MD5-ROP,ROP79-RUSSEL73-8MD-6MPUM67,RUSEL8877ROP_8MD25_SHXL86776MPUM1,32
3-RUS93-ROP50-6M8MD-938WMW,B01127EJFG,X000T2VNAL,ROP53-6MWMW-MD207,6MWMW-RUSSE6-8MD5-ROP86,6MWMW-RUSSE6-8MD5-ROP86-VE,1RUSS-5-6MWMW58-8MD5-ROP,ROP18-RUSSEL36-8MD-6MWMW85,RUSEL6077ROP_8MD56_SHXL59776MWMW0,32
2-RUS82-ROP51-6M8MD-695BLU,B01127ENMK,X000T2VNBZ,ROP17-6MBLU-MD376,6MBLU-RUSSE2-8MD2-ROP68,6MBLU-RUSSE2-8MD2-ROP68-VE,3RUSS-2-6MBLU26-8MD1-ROP,ROP98-RUSSEL39-8MD-6MBLU35,RUSEL9177ROP_8MD69_SHXL23776MBLU6,30
5-RUS57-ROP60-6M8MD-503CLR,B01127EBN6,X000XEHNDB,ROP66-6MCLR-MD127,6MCLR-RUSSE5-8MD7-ROP81,6MCLR-RUSSE5-8MD7-ROP81-VE,3RUSS-8-6MCLR96-8MD6-ROP,ROP36-RUSSEL80-8MD-6MCLR62,RUSEL3277ROP_8MD11_SHXL27776MCLR5,30
5-RUS89-ROP36-9M8MD-029PUW,B0188Y3UII,X000WJF195,ROP57-9MPUM-MD589,9MPUM-RUSSE1-8MD6-ROP31,9MPUM-RUSSE1-8MD6-ROP31-VE,0RUSS-6-9MPUM19-8MD3-ROP,ROP66-RUSSEL18-8MD-9MPUM98,RUSEL3677ROP_8MD78_SHXL12779MPUM8,44
7-RUS55-ROP92-9M8MD-388WMW,B01127EYS8,X000T2WM2T,ROP53-9MWMW-MD222,9MWMW-RUSSE2-8MD6-ROP35,9MWMW-RUSSE2-8MD6-ROP35-VE,7RUSS-6-9MWMW98-8MD6-ROP,ROP95-RUSSEL21-8MD-9MWMW89,RUSEL3277ROP_8MD75_SHXL79779MWMW1,44
2-RUS03-ROP21-9M8MD-579BLU,B0188Y3W1I,X000X3ROH7,ROP78-9MBLU-MD877,9MBLU-RUSSE3-8MD6-ROP29,9MBLU-RUSSE3-8MD6-ROP29-VE,1RUSS-0-9MBLU56-8MD3-ROP,ROP51-RUSSEL76-8MD-9MBLU76,RUSEL5277ROP_8MD59_SHXL69779MBLU8,42
8-RUS77-ROP09-9M8MD-018CLR,B01127ERN0,X000T2WM1F,ROP59-9MCLR-MD568,9MCLR-RUSSE8-8MD1-ROP61,9MCLR-RUSSE8-8MD1-ROP61-VE,2RUSS-7-9MCLR91-8MD6-ROP,ROP65-RUSSEL31-8MD-9MCLR59,RUSEL6077ROP_8MD67_SHXL90779MCLR0,42
3-RUS37-ROP07-12M8MD-558PUW,B0188Y3XFI,X000X3ROEZ,ROP95-12MPUM-MD220,12MPUM-RUSSE6-8MD6-ROP73,12MPUM-RUSSE6-8MD6-ROP73-VE,8RUSS-8-12MPUM76-8MD8-ROP,ROP60-RUSSEL91-8MD-12MPUM52,RUSEL1377ROP_8MD83_SHXL977712MPUM8,56
8-RUS19-ROP05-12M8MD-235WMW,B01127EGJU,X000T2VNER,ROP90-12MWMW-MD693,12MWMW-RUSSE6-8MD8-ROP61,12MWMW-RUSSE6-8MD8-ROP61-VE,1RUSS-6-12MWMW66-8MD3-ROP,ROP76-RUSSEL62-8MD-12MWMW10,RUSEL6677ROP_8MD25_SHXL577712MWMW3,56
9-RUS08-ROP56-12M8MD-935BLU,B01127EK1O,X000T2VNGZ,ROP67-12MBLU-MD696,12MBLU-RUSSE6-8MD0-ROP95,12MBLU-RUSSE6-8MD0-ROP95-VE,3RUSS-3-12MBLU83-8MD2-ROP,ROP67-RUSSEL35-8MD-12MBLU63,RUSEL6378ROP_8MD62_SHXL867812MBLU6,53
9-RUS69-ROP76-12M8MD-566CLR,B01127E8K2,X000T2VNDD,ROP76-12MCLR-MD366,12MCLR-RUSSE5-8MD8-ROP61,12MCLR-RUSSE5-8MD8-ROP61-VE,1RUSS-3-12MCLR96-8MD6-ROP,ROP36-RUSSEL10-8MD-12MCLR10,RUSEL9679ROP_8MD69_SHXL677912MCLR5,53
6-RUS11-ROP10-15M8MD-397PUW,B01127ETKG,X000T2VNXX,ROP97-15MPUM-MD809,15MPUM-RUSSE8-8MD5-ROP12,15MPUM-RUSSE8-8MD5-ROP12-VE,2RUSS-1-15MPUM82-8MD5-ROP,ROP85-RUSSEL83-8MD-15MPUM89,RUSEL6980ROP_8MD96_SHXL178015MPUM3,68
9-RUS31-ROP88-15M8MD-098WMW,B01127EXZW,X000KK8NB9,ROP61-15MWMW-MD899,15MWMW-RUSSE5-8MD5-ROP20,15MWMW-RUSSE5-8MD5-ROP20-VE,6RUSS-1-15MWMW92-8MD5-ROP,ROP69-RUSSEL56-8MD-15MWMW51,RUSEL7781ROP_8MD65_SHXL298115MWMW5,68
8-RUS10-ROP56-15M8MD-982BLU,B01127F1B2,X000T2VNBF,ROP36-15MBLU-MD736,15MBLU-RUSSE1-8MD6-ROP60,15MBLU-RUSSE1-8MD6-ROP60-VE,8RUSS-8-15MBLU93-8MD6-ROP,ROP93-RUSSEL56-8MD-15MBLU83,RUSEL2282ROP_8MD27_SHXL388215MBLU2,65
1-RUS76-ROP20-15M8MD-013CLR,B01127ENMA,X000T2VNH9,ROP11-15MCLR-MD706,15MCLR-RUSSE8-8MD7-ROP97,15MCLR-RUSSE8-8MD7-ROP97-VE,7RUSS-3-15MCLR71-8MD6-ROP,ROP80-RUSSEL79-8MD-15MCLR57,RUSEL8183ROP_8MD62_SHXL378315MCLR5,65
0-RUS18-ROP19-6M4MD-013FLAT,,,RO91-MM-FLAT-6M-RUSE782,ME--FLAT-6M-RUES5-5-RP27,ME--FLAT-6M-RUES5-5-RP27-VE,6RUSS-2-MD--FLAT-6M20-7-RPO,RPE75-RUES93-MF--FLAT-6M76,URS6877REP23_5677MC--FLAT-6M8,44.9
2-RUS28-ROP29-9M4MD-014FLAT,,,RO66-MM-FLAT-9M-RUSE886,ME--FLAT-9M-RUES6-0-RP23,ME--FLAT-9M-RUES6-0-RP23-VE,2RUSS-2-MD--FLAT-9M10-1-RPO,RPE26-RUES66-MF--FLAT-9M72,URS2777REP60_3377MC--FLAT-9M5,58.7
4-RUS48-ROP49-12M4MD-015FLAT,,,RO90-MM-FLAT-12M-RUSE226,ME--FLAT-12M-RUES2-8-RP65,ME--FLAT-12M-RUES2-8-RP65-VE,1RUSS-2-MD--FLAT-12M81-2-RPO,RPE97-RUES59-MF--FLAT-12M68,URS1577REP10_6377MC--FLAT-12M6,72.5
6-RUS68-ROP69-15M4MD-016FLAT,,,RO89-MM-FLAT-15M-RUSE953,ME--FLAT-15M-RUES2-8-RP11,ME--FLAT-15M-RUES2-8-RP11-VE,3RUSS-8-MD--FLAT-15M80-1-RPO,RPE61-RUES97-MF--FLAT-15M18,URS3977REP66_6077MC--FLAT-15M6,86.3
3-ZX90-RTN30-96WW,B011BU2HMQ,X000W9B31F,,,,,,,0
3-ZX65-RTN30-90WW,B011BU2XUM,X0015GLM83,,,,,,,0
6-ZX01-RTN40-05WW,B011BU2MBM,X000KK8Q6B,,,,,,,0
1-ZX35-RTN40-25WW,B011BU32V6,X000KK8P17,,,,,,,0
1-ZX59-ICL35-96PW,B011BH0GD6,X000KK8OZT,,,,,,,0
3-ZX57-ICL35-12WW,B011BH0V7C,X000KK8P2V,,,,,,,0
6-ZX11-ICL35-60BLU,B011BH0BMW,X000KK8PBR,ICL88-350CMBLU-ZX66,350CMBLU-ZX99-ICL86,350CMBLU-ZX99-ICL86-VE,,,,0
6-ZX85-ICL35-88CLR,B011BH0LWW,X000T5MZ4V,,,,,,,0
8-LIN88-4WINCDL-4486WINCDL4LED83,B011BKCAR8,X000T5NJHN,,,,,,,0
9-LIN33-6WINCDL-6684WINCDL4LED83,B011BKCFMS,X000T5NI5B,,,,,,,0
6-LZL86-LED-WW-6TEACDL66__SL,B01FDB7IIM,X001916BIP,,,,,,,0
9-LIN85-6WINCDL-3573WINCDL4LED25,B018912Q1M,X000WJFFQJ,,,,,,,32.2
6-AKT67-WINCDL-62SLV-2P956,,X00179Q7AV,WINCDL81-SLV-2P-AKT626,SLV-2P-AK5-3-WINCDL62,,6AT-6-SLV-2P86-6-WINCDL,6AT-6-SLV-2P86-6-WINCDL,AKT7077WINCDL83_SHXL3877SLV-2P8,12.4
5-AKT75-WINCDL-86GLD-2P139,,X00179Q7AL,WINCDL92-GLD-2P-AKT669,GLD-2P-AK2-8-WINCDL96,,0AT-7-GLD-2P18-3-WINCDL,0AT-7-GLD-2P18-3-WINCDL,AKT7277WINCDL91_SHXL5177GLD-2P0,12.4
7-AKT88-WINCDL-12IVY-2P309,,X001790EF5,WINCDL67-IVY-2P-AKT509,IVY-2P-AK6-3-WINCDL65,,0AT-2-IVY-2P92-6-WINCDL,0AT-2-IVY-2P92-6-WINCDL,AKT6877WINCDL67_SHXL5377IVY-2P3,11.6
8-AKT16-WINCDL-56SLV-6P276,,X00179Q7B5,WINCDL56-SLV-6P-AKT510,SLV-6P-AK6-5-WINCDL21,,6AT-7-SLV-6P87-5-WINCDL,6AT-7-SLV-6P87-5-WINCDL,AKT6177WINCDL93_SHXL5877SLV-6P6,32.2
6-AKT23-WINCDL-35IVY-6P271,,X00177QVKJ,WINCDL30-IVY-6P-AKT968,IVY-6P-AK6-2-WINCDL65,,8AT-2-IVY-6P76-7-WINCDL,8AT-2-IVY-6P76-7-WINCDL,AKT8277WINCDL93_SHXL3777IVY-6P3,29.4
2-AKT66-WINCDL-92SLV-10P989,,X00179M8NV,WINCDL56-SLV-10P-AKT503,SLV-10P-AK3-3-WINCDL86,,2AT-5-SLV-10P66-6-WINCDL,2AT-5-SLV-10P66-6-WINCDL,AKT3377WINCDL39_SHXL5377SLV-10P0,51.8
7-AKT32-WINCDL-86GLD-10P530,,X001790EFZ,WINCDL58-GLD-10P-AKT697,GLD-10P-AK8-5-WINCDL56,,8AT-3-GLD-10P85-3-WINCDL,8AT-3-GLD-10P85-3-WINCDL,AKT5677WINCDL33_SHXL1577GLD-10P2,51.8
6-AKT97-WINCDL-66IVY-10P167,,X00177D7FL,WINCDL79-IVY-10P-AKT927,IVY-10P-AK6-6-WINCDL68,,6AT-6-IVY-10P57-2-WINCDL,6AT-6-IVY-10P57-2-WINCDL,AKT2377WINCDL25_SHXL8177IVY-10P0,48
7-LZL67-TRECDL-6P806,,X001788V47,TRECDL60-6P-LZL869,TRECDL60-6P-LZL869,,TRECDL60-6P-LZL869,CDL80-LZL39-TRE-6P36,LZL6677TRECDL60_SHXL60776P6,29.5
6-LZL60-TRECDL-10P907,,X001798JJN,TRECDL81-10P-LZL296,TRECDL81-10P-LZL296,,TRECDL81-10P-LZL296,CDL86-LZL77-TRE-10P11,LZL5977TRECDL26_SHXL297710P3,47.5
